gender,education,cue,n,api_calls,system_prompt,prompt,responses
female,high school,intellectual curiosity,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'intellectual curiosity'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Learning, reading, discovery, questioning, exploration; research, innovation, creativity, understanding, education; books, documentaries, debates, discussions, lectures; desire to know, seeking answers, open-mindedness, investigation, knowledge; critical thinking, problem-solving, brainstorming, insight, enlightenment; history, science, literature, philosophy, art; curiosity, growth, development, intelligence, wisdom; puzzles, mysteries, challenges, experiments, analysis; curiosity-driven, knowledge-seeking, thought-provoking, enlightening, expanding horizons; inquisitive mind, eager to learn, never satisfied, continuously improving, lifelong learning; interests, hobbies, passions, self-improvement, personal development."
female,high school,intellectual growth,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'intellectual growth'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Reading books, attending college, lifelong learning, traveling, engaging in debates; online courses, seminar attendance, joining book clubs, mentoring, studying a new language; expanding vocabulary, watching documentaries, engaging in critical thinking, solving puzzles, writing journals; attending workshops, learning from failures, self-reflection, engaging in art, exploring different cultures; developing new skills, listening to educational podcasts, participating in community service, asking thoughtful questions, embracing change; observing nature, experimenting, seeking feedback, practicing mindfulness, discussing ideas with friends; joining interest groups, enhancing creativity, setting personal goals, exploring history, investing in personal hobbies; reading diverse authors, attending cultural events, navigating technology, seeking diverse perspectives, practicing problem-solving; utilizing libraries, contributing to discussions, challenging oneself, engaging with mentors, reflecting on experiences; embracing curiosity, managing time effectively, attending lectures, pursuing passions, understanding global issues."
female,high school,intelligence agency,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'intelligence agency'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"CIA, secrets, James Bond, hacking, national security; FBI, espionage, covert operations, surveillance, spies; NSA, cyber attacks, encryption, data collection, whistleblower; MI6, international, undercover agents, spy gadgets, intelligence reports; Mossad, Israel, counterterrorism, clandestine, elite; KGB, Russia, Cold War, assassinations, espionage; ISI, Pakistan, military, intelligence-gathering, politics; INTERPOL, global, crime fighting, collaboration, law enforcement; BND, Germany, information gathering, foreign intelligence, analysis; GRU, Russian military, cyber warfare, intelligence, operations."
female,high school,intelligence gathering,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'intelligence gathering'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Spy movies, CIA, secret agents, eavesdropping, hidden cameras; espionage, hacking, undercover operations, intel leaks, cybersecurity; government surveillance, national security, private investigators, intercepting communications, intelligence agencies; whistleblowers, code-breaking, reconnaissance missions, surveillance drones, international relations; classified information, satellite imagery, intelligence briefings, field operatives, interrogation techniques; social media monitoring, cyber espionage, intelligence analysts, covert missions, asset recruitment; national defense, intelligence sharing, counterintelligence, encrypted messages, disguises; listening devices, intelligence operations, security clearance, tactical intelligence, informants; insider threats, counterterrorism, intelligence reports, signal intelligence, human intelligence; secret missions, intelligence gathering techniques, psychological profiling, data analysis, strategic planning."
female,high school,internet,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'internet'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Google, Social Media, E-commerce, Online Learning, Cat Videos; Email, Wi-Fi, Amazon, Blogs, YouTube; Facebook, Instagram, Internet Safety, Memes, Streaming Services; Search Engines, Online Banking, Wikipedia, Podcasts, Work from Home; Online Dating, Shopping, Viral Trends, Internet Trolls, Cybersecurity; News Websites, Forums, TikTok, eBooks, Webinars; Internet Speed, Cloud Storage, Online Gaming, VPN, Digital Art; LinkedIn, Spotify, Online Communities, Privacy Concerns, Tech Gadgets; Online Courses, Health Information, DIY Tutorials, Virtual Reality, Fashion Blogs; Creative Writing, Digital Photography, Social Networking, Freelancing, Encryption."
female,high school,interpersonal skills,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'interpersonal skills'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Communication, empathy, listening, teamwork, conflict resolution; Body language, negotiation, patience, understanding, flexibility; Trust-building, rapport, adaptability, active listening, persuasion; Emotional intelligence, social cues, assertiveness, collaboration, problem-solving; Compassion, assertiveness, verbal communication, non-verbal communication, mediation; Feedback, reliability, openness, respectfulness, encouragement; Networking, positivity, sensitivity, interpersonal relations, diplomacy; Co-operation, mutual respect, social skills, friendliness, approachability; Harmony, compromise, sharing ideas, initiating conversations, maintaining relationships; Boundaries, self-awareness, interpersonal effectiveness, critiquing constructively, influence."
female,high school,introspection,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'introspection'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Self-awareness, deep thinking, journaling, emotional health, solitude; reflection, personal growth, meditation, alone time, mindfulness; understanding oneself, therapy, quiet moments, self-improvement, contemplation; inner peace, questioning, life choices, self-discovery, introspective music; feelings analysis, self-questioning, private, introspective art, mental health; emotional intelligence, self-critique, existential questions, soul-searching, thoughtful; introspective literature, solitude walks, self-acceptance, inner conflict, learning from the past; self-talk, introspective poetry, inner dialogue, emotional processing, discovering beliefs; personal values, mental clarity, quiet, self-care, introspective quotes; introspective journal, mindfulness practices, personal insights, contemplative silence, emotional depth."
female,high school,invention,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'invention'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Thomas Edison, light bulb, telephone, Alexander Graham Bell, internet; car, airplane, Wright brothers, computer, smartphone; printing press, Johannes Gutenberg, camera, photography, television; wheel, ancient civilizations, compass, mapmaking, paper; electricity, Benjamin Franklin, kite, battery, energy; steam engine, Industrial Revolution, James Watt, locomotion, trains; penicillin, Alexander Fleming, medicine, vaccines, health; internet, Tim Berners-Lee, World Wide Web, Google, social media; artificial intelligence, robotics, self-driving cars, Elon Musk, technology; microwave, Percy Spencer, convenience, home appliances, cooking."
female,high school,inventiveness,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'inventiveness'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Thomas Edison, creativity, problem-solving, innovation, new technologies; art, patents, design, brainstorming, prototypes; entrepreneurship, startups, imagination, ideas, solutions; science, experimentation, breakthroughs, research, development; inventors, history, Tesla, da Vinci, curiosity; coding, software, apps, digital, future; sustainability, recycling, renewable energy, efficiency, green technology; workshops, tools, machinery, fabricating, DIY projects; space exploration, NASA, rockets, Mars Rovers, satellites; medicine, vaccines, treatment methods, healthcare advancements, biotechnology."
female,high school,laboratories,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'laboratories'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Chemicals, microscopes, white coats, experiments, safety goggles; Test tubes, scientists, research, Petri dishes, beakers; Biology, physics, lab rats, discoveries, inventions; Data analysis, lab notebooks, Bunsen burners, pipettes, gloves; Clean rooms, technology advancements, centrifuges, DNA, genetics; Vaccines, medical research, clinical trials, pharmacology, lab safety; Robotics, automation, artificial intelligence, innovation, development; Environmental testing, water quality, pollution studies, soil samples, sustainability; Forensic science, crime scene investigation, fingerprints, evidence analysis, detective work; Space exploration, astronomy, satellite images, planet research, telescopes."
female,high school,laboratory,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'laboratory'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Microscope, chemicals, white coats, test tubes, safety goggles; Petri dishes, experiments, scientists, Bunsen burner, research; DNA, biology, beakers, pipettes, lab rats; Data, analysis, test results, hypotheses, lab notebooks; Inventions, innovation, technology, STEM, clean rooms; Vaccines, medicine, pathology, samples, clinical trials; Physics, equations, particle accelerators, lasers, measurements; Toxic, hazard signs, fume hood, protective gloves, sterilization; Robotics, computers, programming, artificial intelligence, engineering; Cells, organisms, genetics, evolution, microscopy."
female,high school,language,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'language'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Communication, English, Spanish, Grammar, Words; Learning, French, Translation, Sign Language, Speaking; Expression, Literature, Culture, Writing, Reading; Classes, Vocabulary, Dialect, Accent, Foreign; Education, Conversation, Understanding, Listening, Body language; Poetry, Novels, Texting, Slang, Idioms; History, Art, Music, Symbol, Interpretation; Emotion, Connection, Teaching, Stories, Inflection; Science, Math, Programming, Logic, Structure; Voice, Silence, Debate, Persuasion, Dialogue."
female,high school,learning strategies,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'learning strategies'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Flashcards, group study, practice tests, online courses, mnemonic devices; Reading aloud, summarization, note-taking, concept mapping, practice problems; Active listening, peer teaching, self-explanation, spaced repetition, role-playing; Educational videos, podcasts, interactive quizzes, discussion forums, highlight important texts; Visual aids, real-world applications, case studies, storytelling, analogy; Question-answering, critical thinking exercises, writing summaries, brainstorming, debate; Hands-on experiments, field trips, guest speakers, art projects, portfolio creation; Break tasks into chunks, set clear goals, reward system, feedback loops, time management; Reflective journaling, meditation for focus, batch tasking, elimination of distractions, prioritization; Simulation games, coding exercises, language exchange, peer review, collaborative projects."
female,high school,linguists,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'linguists'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Languages, Translation, University, Grammar, Books; Anthropology, Research, Communication, Phonetics, Writing; Vocabulary, Education, Multilingual, Speech Patterns, Culture; Syntax, Semantics, Language teaching, Accents, Polyglot; Word origins, Etymology, Bilingual, Language preservation, Dialects; Cognitive science, Sociolinguistics, Language acquisition, Reading, Ancient languages; Field work, Morphology, Language documentation, Sign language, Interpretation; Language evolution, Phonology, Language development, Fluency, Lexicography; Computational linguistics, Neural Linguistics, Language diversity, Language policy, Forensic linguistics; Language technology, Speech therapy, International relations, Language history, Pragmatics."
female,high school,logic puzzles,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'logic puzzles'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Brain teasers, Sudoku, problem-solving, escape rooms, mental exercise; Rubik's Cube, critical thinking, math class, pattern recognition, fun challenge; Sherlock Holmes, detective stories, riddles, IQ tests, board games; Codebreaking, secret messages, mystery novels, logic games, lateral thinking; Crossword puzzles, trivia, analytical skills, concentration, educational tools; Jigsaw puzzles, strategy games, video games, puzzle books, mental agility; Logic gates, computer programming, algorithms, science fiction, technology; Mazes, adventure games, treasure hunts, spatial reasoning, navigation skills; Word puzzles, language skills, vocabulary building, reading comprehension, cryptograms; Chess, strategic planning, competition, foresight, game theory."
female,high school,logical reasoning,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'logical reasoning'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Puzzles, math, debate team, problem-solving, Sherlock Holmes; Critical thinking, experiments, research, algorithms, deduction; Arguments, computer science, cause and effect, philosophy, chess; Evidence, decision making, brain teasers, coding, science; Rules, analysis, strategy games, rationale, hypotheses; Logic puzzles, proof, operation, academic competitions, flowchart; Patterns, if-then statements, logic circuits, decision trees, syllogisms; Inference, data analysis, conclusions, premises, reasoning skills; Brain games, objectivity, clarity, diagnostics, truth tables; Rational thought, planning, evaluation, scientific method, premises."
female,high school,machines,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'machines'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Cars, washing machines, vending machines, sewing machines, lawn mowers; 

Computers, smartphones, dishwashers, coffee makers, escalators; 

Printers, scanners, refrigerators, microwaves, exercise bikes; 

ATMs, blenders, hair dryers, electric toothbrushes, treadmills; 

Robots, vacuum cleaners, industrial machines, juicers, air conditioners; 

Copy machines, fax machines, ticket machines, gas pumps, gaming consoles; 

Elevators, train engines, sewing machines, cotton candy machines, photocopiers; 

Laptops, tablets, snow blowers, leaf blowers, food processors; 

MRI machines, ultrasound machines, assembly line robots, drones, satellite dishes; 

Electric kettles, mixers, bread makers, ice cream makers, deep fryers."
female,high school,mental growth,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'mental growth'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Learning new skills, overcoming challenges, self-reflection, gaining confidence, broadening perspectives; reading books, seeking feedback, practicing mindfulness, engaging in new experiences, building resilience; personal development, continuing education, adapting to change, setting goals, cultivating empathy; critical thinking, emotional intelligence, problem-solving, stress management, improving communication; acknowledging mistakes, seeking understanding, enhancing creativity, fostering relationships, setting boundaries; journal writing, active listening, gratitude practice, developing patience, expanding worldview; self-care, pursuing passions, embracing vulnerability, learning from failure, celebrating successes; mindfulness meditation, asking questions, challenging assumptions, improving focus, cultivating curiosity; embracing diversity, building problem-solving skills, self-acceptance, developing leadership qualities, practicing kindness; introspection, seeking inspiration, developing a growth mindset, improving time management, enhancing self-awareness."
female,high school,mindfulness,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'mindfulness'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Meditation, Calmness, Awareness, Breathing exercises, Self-care; Stress relief, Yoga, Present moment, Mental health, Peacefulness; Journaling, Gratitude, Compassion, Mindful eating, Self-love; Relaxation techniques, Positive thinking, Emotional regulation, Nature walks, Mind-body connection; Guided imagery, Affirmations, Zen, Listening, Daily reflections; Focus, Mindful movement, Acceptance, Balance, Tranquility; Intention setting, Loving-kindness, Non-judgment, Purity, Grounding practices; Personal growth, Healing, Conscious living, Resilience, Insight; Simplicity, Observation, Clarity, Detoxification, Mindful communication; Introspection, Enlightenment, Energy, Patience, Life satisfaction."
female,high school,music,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'music'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Guitar, Concerts, Spotify, Beyoncé, Headphones; Piano, Singing, Band class, Taylor Swift, Earbuds; Vinyl records, Jazz, Music festivals, Adele, Bluetooth speakers; Choir, High School Musical, Radio, Billie Eilish, Car stereo; Karaoke, Dance, Pop music, Ariana Grande, Music videos; Drums, Rock bands, iTunes, Rihanna, Album covers; Sheet music, Classical music, Ed Sheeran, MP3 player, Soundtracks; Hip hop, DJ, Music apps, Lady Gaga, Earworms; Musical theatre, Opera, Symphony, K-pop, Live performances; Acoustic, Songwriting, GarageBand, Spotify playlists, Selena Gomez"
female,high school,non-fiction books,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'non-fiction books'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Self-help guides, biographies, cookbooks, history textbooks, travel diaries; 

Memoirs, scientific journals, health and wellness, gardening manuals, true crime stories; 

Documentaries in print, DIY home improvement, fashion and beauty guides, psychology texts, educational workbooks; 

Nutrition and diet books, photography collections, political analysis, religious and spiritual texts, parenting guides; 

Wildlife and nature encyclopedias, sports and exercise manuals, cultural studies, language learning books, financial advice; 

Art and architecture volumes, celebrity autobiographies, motivational books, world atlases, craft and hobby tutorials; 

Investigative journalism, social science research, classical literature studies, space and astronomy guides, teacher’s manuals; 

Entrepreneurship and business strategy, computer and technology handbooks, historical biographies, music and film critiques, climate change and environmental science; 

Women's health and feminism, travel guides and personal explorations, cooking techniques and recipes, poetry anthologies, military and warfare history; 

Anthropology and human evolution, engineering and mechanics guides, sailing and navigation, public speaking and communication, meditation and mindfulness practices."
female,high school,novelists,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'novelists'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"J.K. Rowling, creativity, mystery, book signings, libraries; Stephen King, late-night reading, book clubs, suspense, imagination; Jane Austen, romance, historical settings, empowerment, fan fiction; George R.R. Martin, fantasy worlds, dragons, epic battles, fandom; Rick Riordan, mythology, young readers, adventure, educational; Agatha Christie, detective stories, puzzles, classic novels, whodunnit; Danielle Steel, love stories, bestsellers, drama, heartache; John Grisham, legal thrillers, courtrooms, justice, intrigue; Nicholas Sparks, romantic films, tearjerkers, picturesque settings, novel adaptations; Suzanne Collins, dystopian futures, strong heroines, survival, societal commentary."
female,high school,observational skills,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'observational skills'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Attention to detail, people watching, Sherlock Holmes, body language, detective shows; noticing changes, keen eye, parenting, teacher feedback, art appreciation; critical thinking, memory, mindfulness, job interviews, social interactions; wildlife observation, photography, puzzle solving, journaling, mindfulness practices; babysitting, customer service, safety precautions, healthcare, observation journals; cooking, fashion trends, relationship advice, home organization, travel experiences; reading, listening, empathy, feedback, problem-solving; gardening, behavior analysis, playing sports, shopping, classroom learning; technology usage, environmental awareness, musical talent, observation decks, cultural awareness; driving, observing nature, communication skills, scientific research, team management."
female,high school,patents,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'patents'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Inventions, Intellectual Property, Lawyers, Technology, Licensing; Innovation, Applications, Protection, Research, Government; Copyrights, Medical devices, Patents Office, Entrepreneurship, Fees; Trademarks, Legal documents, Inventors, Market advantage, Pharmaceuticals; Product development, Exclusive rights, Engineering, Biotechnology, Registration; Creativity, Legal battles, Startups, Design patents, Profit; Science, Utility patents, Business strategy, Competition, Royalties; Software, Patent search, Manufacturing, International patents, Breakthroughs; Education, Novelty, Ownership, Idea validation, Agriculture; Chemical compounds, Patent trolls, Litigation, Licenses, Economic growth."
female,high school,philosophers,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'philosophers'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Plato, thoughts, ancient Greece, wise men, Socrates; Aristotle, questioning everything, knowledge, ethics, enlightenment; Descartes, ""I think therefore I am"", deep conversations, skepticism, intellect; Confucius, ancient China, moral teachings, wisdom, harmony; Nietzsche, complex ideas, existentialism, challenging norms, books; Kant, metaphysics, categorical imperative, reason, critiques; Laozi, Taoism, nature, simplicity, ancient texts; Simone de Beauvoir, feminism, existentialist ethics, literature, freedom; Sartre, café discussions, freedom of choice, existentialism, ""Being and Nothingness""; Bertrand Russell, peace activism, logic, analytic philosophy, Nobel Prize."
female,high school,philosophical thinking,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'philosophical thinking'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Deep questions, why are we here, what is the meaning of life, ethics, free will; Socrates, ancient Greece, thought experiments, morality, existential crisis; Critical thinking, open-mindedness, debates, self-reflection, understanding different perspectives; The Matrix, reality vs. illusion, Descartes, ""I think therefore I am"", skepticism; Justice, political philosophy, social structures, feminism, equality; Time, space, metaphysics, the nature of the universe, questions science can't answer; Happiness, what makes a good life, Stoicism, mindfulness, personal growth; Freedom, autonomy, human rights, the social contract, government; Art, beauty, the purpose of life, creativity, expressing the inexpressible; Education, wisdom, learning for the sake of learning, intellectual curiosity, the Socratic method."
female,high school,planning,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'planning'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"organization, goals, schedule, calendar, future; budget, vacation, meals, checklist, deadlines; event planning, wedding, parties, reunions, celebrations; career, education, college, courses, job search; family, kids, appointments, activities, holidays; house, renovation, moving, decorating, furniture; finances, savings, investment, retirement, emergency fund; health, fitness, diet, medical appointments, mental wellness; daily routine, time management, efficiency, productivity, habits; personal development, hobbies, skills, reading, travel."
female,high school,podcasts,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'podcasts'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"True crime, comedy, Spotify, morning commute, headphones; educational, interviews, Apple Podcasts, running, relaxation; entrepreneurship, motivation, daily routine, self-improvement, learning languages; stories, mysteries, paranormal, late-night listening, scary; celebrities, gossip, entertainment news, laughter, driving; health and fitness, nutrition advice, workout tips, mental wellness, yoga; technology, innovation, science, future trends, experts; history, documentaries, war stories, ancient civilizations, learning; creativity, writing tips, art, music, book recommendations; social issues, news, politics, activism, informed discussions."
female,high school,poetry,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'poetry'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Feelings, rhyme, Shakespeare, sonnets, emotions; creativity, expression, art, verses, literature; heartbreak, love, nature, beauty, metaphor; stanza, rhythm, Robert Frost, imagery, lines; inspiration, healing, spoken word, performance, reflection; emotions, catharsis, diary, personal, introspection; memory, storytelling, history, culture, connection; empowerment, voice, activism, societal commentary, feminist poetry; classroom, analysis, interpretation, symbols, assignments; dreams, fantasy, escape, reality, perspective."
female,high school,proficiency,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'proficiency'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Skills, expertise, fluency, competence, mastery; Training, education, ability, performance, certification; Language, communication, literacy, understanding, comprehension; Practice, improvement, learning, development, growth; Work, job, career, profession, specialization; Computer, technology, software, programming, digital; Art, creativity, craftsmanship, talent, design; Music, instrument, singing, performance, harmony; Cooking, recipes, techniques, culinary, gourmet; Physical, fitness, sports, exercise, endurance."
female,high school,psychological studies,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'psychological studies'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Sigmund Freud, behavior, mental health, experiments, dreams; anxiety, depression, therapy, conditioning, cognitive science; emotions, personality tests, social interaction, memory, perception; childhood development, adolescence, parenting styles, neurology, stress management; group dynamics, self-esteem, motivation, psychological disorders, coping mechanisms; learning styles, intelligence tests, psychological assessment, mental illness, treatment methods; placebo effect, relationships, communication theories, fear, happiness; identity, gender roles, biases, conflict resolution, mental resilience; animal behavior, observational studies, human psychology, evolutionary psychology, psychotherapy; subconscious, trauma, emotional intelligence, peer pressure, psychoanalysis."
female,high school,questioning,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'questioning'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Curiosity, uncertainty, investigation, reflection, learning; doubt, inquiry, challenge, understanding, exploration; thinking, seeking, interrogation, skepticism, analysis; confusion, problem-solving, research, contemplation, dialogue; debate, consideration, education, enlightenment, clarification; interrogation, speculation, discussion, examination, curiosity; wonder, pondering, probing, awareness, discovery; assessment, clarification, judgement, perception, enlightenment; evaluation, reasoning, suspicion, comprehension, introspection; questioning authority, self-discovery, critical thinking, reevaluation, adaptability."
female,high school,rationality,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'rationality'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Logic, decision-making, reasoning, intelligence, critical thinking; science, mathematics, philosophy, evidence, analysis; planning, strategy, common sense, practical, objective; clarity, understanding, precision, assessment, judgement; facts, data, skepticism, questioning, conclusions; objectivity, detachment, neutrality, impartiality, fairness; calculation, application, methodology, coherence, efficiency; discernment, enlightenment, experience, expertise, wisdom; validity, consistency, credibility, reliability, integrity; balance, sanity, sensibility, lucidity, sound judgement."
female,high school,reflecting,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'reflecting'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Mirror, Self-awareness, Meditation, Journaling, Water ripples; Growth, Thoughts, Nature, Learning, Emotions; Past experiences, Future planning, Memories, Personal development, Solitude; Quiet time, Moonlight, Shadows, Art, Dreams; Decision making, Feedback, Glass, Puddles, Contemplation; Introspection, Philosophy, Peace, Mental health, Creativity; Life choices, Sunset, Calm, Insight, Relationships; Goals, Reflection essays, Teaching moments, Achievement, Self-improvement; Books, Conversation, Music, Poetry, Self-esteem; Hopes, Fears, Gratitude, Resilience, Empathy."
female,high school,robots,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'robots'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Artificial Intelligence, Science Fiction, Automation, Manufacturing, Tesla; 

Robotic Surgery, Advanced Technology, Job Replacement, AI Ethics, Self-driving Cars;

Vacuum Cleaners, Sophia the Robot, Boston Dynamics, Coding, Space Exploration;

Exoskeletons, Prosthetics, Remote Control, Machine Learning, Drone Delivery;

Humanoid, Androids, Warehouse Automation, Future Jobs, Robotics Competitions;

Cyborgs, Virtual Assistants, Smart Homes, 3D Printing, Mars Rovers;

Automated Pet Toys, Factory Robots, Companion Robots, Educational Toys, Voice Recognition;

Robo-advisors, Automation in Agriculture, Robotic Arms, Chatbots, Household Robots;

Service Robots, Robot Vacuums, Space Robots, Automation in Retail, Robotics Engineering;

AI Art, Industrial Automation, Robotic Pets, Social Robots, Robot Toys."
female,high school,satellite imagery,1,1,You are a female high school-educated adult.,You are a female high school-educated adult. What are the first five associations that come to mind when you think of: 'satellite imagery'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a female high school-educated adult.,"Google Earth, weather forecasts, space, GPS navigation, military surveillance; climate change research, agricultural monitoring, disaster response, oceanography, real estate development; maps, satellite TV, environmental conservation, volcanic activity monitoring, ice cap observations; urban planning, traffic management, archaeological discoveries, forest fire tracking, global warming effects; nature photography from space, international borders, satellite launches, sea level rise, asteroid impact prediction; wildlife migration patterns, pollution tracking, solar panels in deserts, hurricane paths, drought conditions; fishing industry management, cloud patterns, renewable energy sources identification, deforestation, flood risk assessment; night lights of cities, coral reef health, shipping routes, adventure travel planning, air quality monitoring; earthquake damage assessment, territory mapping, water reservoir levels, invasive species spread, festival crowd sizes; renewable resource mapping, infrastructure development, public land usage, geopolitical analysis, sports event locations."
